name,label,concept
S2303_C01_028E,Estimate!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!14 to 26 weeks,WORK STATUS IN THE PAST 12 MONTHS
S0601PR_C02_039E,"Estimate!!Native; born in Puerto Rico!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$1 to $9,999 or loss",SELECTED CHARACTERISTICS OF THE TOTAL AND NATIVE POPULATIONS IN PUERTO RICO
S1001_C02_014E,"Estimate!!Total!!With grandparent responsible!!Grandchildren under 18 years living with a grandparent householder!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino",GRANDCHILDREN CHARACTERISTICS
S1301_C01_013E,Estimate!!Total!!Women 15 to 50 years!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race),FERTILITY
S1101_C05_011E,Estimate!!Nonfamily household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Households with one or more people 60 years and over,HOUSEHOLDS AND FAMILIES
S1501_C02_048E,Estimate!!Percent!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone!!Bachelor's degree or higher,EDUCATIONAL ATTAINMENT
S2303_C01_029E,Estimate!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!1 to 13 weeks,WORK STATUS IN THE PAST 12 MONTHS
S1301_C01_012E,Estimate!!Total!!Women 15 to 50 years!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races,FERTILITY
S0601PR_C02_038E,Estimate!!Native; born in Puerto Rico!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over,SELECTED CHARACTERISTICS OF THE TOTAL AND NATIVE POPULATIONS IN PUERTO RICO
S1001_C02_015E,Estimate!!Total!!With grandparent responsible!!Grandchildren under 18 years living with a grandparent householder!!NATIVITY!!Native,GRANDCHILDREN CHARACTERISTICS
S1101_C05_010E,Estimate!!Nonfamily household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Households with one or more people under 18 years,HOUSEHOLDS AND FAMILIES
S1703_C04_019E,Estimate!!Less than 125 percent of the poverty level!!Population for whom poverty status is determined!!LIVING ARRANGEMENT!!In family households!!In married-couple family,SELECTED CHARACTERISTICS OF PEOPLE AT SPECIFIED LEVELS OF POVERTY IN THE PAST 12 MONTHS
S2303_C01_026E,Estimate!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!40 to 47 weeks,WORK STATUS IN THE PAST 12 MONTHS
S1501_C02_045E,Estimate!!Percent!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone!!Bachelor's degree or higher,EDUCATIONAL ATTAINMENT
S0601PR_C02_037E,Estimate!!Native; born in Puerto Rico!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree,SELECTED CHARACTERISTICS OF THE TOTAL AND NATIVE POPULATIONS IN PUERTO RICO
S1001_C02_012E,Estimate!!Total!!With grandparent responsible!!Grandchildren under 18 years living with a grandparent householder!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races,GRANDCHILDREN CHARACTERISTICS
S2401_C05_029E,"Estimate!!Percent Female!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations:",OCCUPATION BY SEX FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
S1301_C01_015E,Estimate!!Total!!Women 15 to 50 years!!NATIVITY!!Native,FERTILITY
S2701_C04_040E,Estimate!!Uninsured!!Civilian noninstitutionalized population!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 26 years and over!!Some college or associate's degree,SELECTED CHARACTERISTICS OF HEALTH INSURANCE COVERAGE IN THE UNITED STATES
S1101_C05_013E,Estimate!!Nonfamily household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Householder living alone!!65 years and over,HOUSEHOLDS AND FAMILIES
S1501_C02_046E,Estimate!!Percent!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone,EDUCATIONAL ATTAINMENT
S0601PR_C02_036E,Estimate!!Native; born in Puerto Rico!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree,SELECTED CHARACTERISTICS OF THE TOTAL AND NATIVE POPULATIONS IN PUERTO RICO
S2303_C01_027E,Estimate!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!27 to 39 weeks,WORK STATUS IN THE PAST 12 MONTHS
S1001_C02_013E,Estimate!!Total!!With grandparent responsible!!Grandchildren under 18 years living with a grandparent householder!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race),GRANDCHILDREN CHARACTERISTICS
S1301_C01_014E,"Estimate!!Total!!Women 15 to 50 years!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino",FERTILITY
S1101_C05_012E,Estimate!!Nonfamily household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Householder living alone,HOUSEHOLDS AND FAMILIES
S1501_C02_043E,Estimate!!Percent!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone,EDUCATIONAL ATTAINMENT
S2303_C01_024E,Estimate!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!50 to 52 weeks,WORK STATUS IN THE PAST 12 MONTHS
S0902_C01_018E,Estimate!!Total!!Population 16 to 19 years!!LABOR FORCE STATUS!!In the labor force,CHARACTERISTICS OF TEENAGERS 15 TO 19 YEARS OLD
S1001_C02_018E,Estimate!!Total!!With grandparent responsible!!Grandchildren under 18 years living with a grandparent householder,GRANDCHILDREN CHARACTERISTICS
S2701_C04_042E,Estimate!!Uninsured!!Civilian noninstitutionalized population!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 19 to 64 years,SELECTED CHARACTERISTICS OF HEALTH INSURANCE COVERAGE IN THE UNITED STATES
S2401_C05_027E,Estimate!!Percent Female!!Civilian employed population 16 years and over!!Sales and office occupations:!!Sales and related occupations,OCCUPATION BY SEX FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
S0601PR_C02_035E,Estimate!!Native; born in Puerto Rico!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree,SELECTED CHARACTERISTICS OF THE TOTAL AND NATIVE POPULATIONS IN PUERTO RICO
S2702_C02_070E,"Estimate!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over!!INDUSTRY!!Transportation and warehousing, and utilities",SELECTED CHARACTERISTICS OF THE UNINSURED IN THE UNITED STATES
S1101_C05_015E,Estimate!!Nonfamily household!!Total households!!UNITS IN STRUCTURE!!2-or-more-unit structures,HOUSEHOLDS AND FAMILIES
S1501_C02_044E,Estimate!!Percent!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone!!High school graduate or higher,EDUCATIONAL ATTAINMENT
S2303_C01_025E,Estimate!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week!!48 to 49 weeks,WORK STATUS IN THE PAST 12 MONTHS
S0902_C01_017E,Estimate!!Total!!Population 16 to 19 years!!IDLENESS!!Not enrolled in school and not in the labor force,CHARACTERISTICS OF TEENAGERS 15 TO 19 YEARS OLD
S2401_C05_028E,Estimate!!Percent Female!!Civilian employed population 16 years and over!!Sales and office occupations:!!Office and administrative support occupations,OCCUPATION BY SEX FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
S1001_C02_019E,"Estimate!!Total!!With grandparent responsible!!Grandchildren under 18 years living with a grandparent householder!!PUBLIC ASSISTANCE IN THE PAST 12 MONTHS!!Grandchildren living in households with Supplemental Security Income (SSI), cash public assistance income, or Food Stamp/SNAP benefits",GRANDCHILDREN CHARACTERISTICS
S2701_C04_041E,Estimate!!Uninsured!!Civilian noninstitutionalized population!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 26 years and over!!Bachelor's degree or higher,SELECTED CHARACTERISTICS OF HEALTH INSURANCE COVERAGE IN THE UNITED STATES
S1101_C05_014E,Estimate!!Nonfamily household!!Total households!!UNITS IN STRUCTURE!!1-unit structures,HOUSEHOLDS AND FAMILIES
S0601PR_C02_034E,Estimate!!Native; born in Puerto Rico!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency),SELECTED CHARACTERISTICS OF THE TOTAL AND NATIVE POPULATIONS IN PUERTO RICO
S2702_C02_071E,Estimate!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over!!INDUSTRY!!Information,SELECTED CHARACTERISTICS OF THE UNINSURED IN THE UNITED STATES
S0502_C01_119E,Estimate!!Total!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Married-couple family,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES
S1301_C01_011E,Estimate!!Total!!Women 15 to 50 years!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race,FERTILITY
S1001_C02_016E,Estimate!!Total!!With grandparent responsible!!Grandchildren under 18 years living with a grandparent householder!!NATIVITY!!Foreign born,GRANDCHILDREN CHARACTERISTICS
S2303_C01_022E,Estimate!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!1 to 13 weeks,WORK STATUS IN THE PAST 12 MONTHS
S1501_C02_041E,Estimate!!Percent!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone!!High school graduate or higher,EDUCATIONAL ATTAINMENT
S2401_C05_025E,Estimate!!Percent Female!!Civilian employed population 16 years and over!!Service occupations:!!Personal care and service occupations,OCCUPATION BY SEX FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
S2701_C04_044E,Estimate!!Uninsured!!Civilian noninstitutionalized population!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed,SELECTED CHARACTERISTICS OF HEALTH INSURANCE COVERAGE IN THE UNITED STATES
S0601PR_C02_033E,Estimate!!Native; born in Puerto Rico!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate,SELECTED CHARACTERISTICS OF THE TOTAL AND NATIVE POPULATIONS IN PUERTO RICO
S2501_C03_010E,Estimate!!Owner-occupied housing units!!Occupied housing units!!HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER!!Family households!!Married-couple family,OCCUPANCY CHARACTERISTICS
S1101_C05_017E,Estimate!!Nonfamily household!!Total households!!HOUSING TENURE!!Owner-occupied housing units,HOUSEHOLDS AND FAMILIES
S2702_C02_072E,"Estimate!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over!!INDUSTRY!!Finance and insurance, and real estate and rental and leasing",SELECTED CHARACTERISTICS OF THE UNINSURED IN THE UNITED STATES
S2303_C01_023E,Estimate!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 1 to 14 hours per week,WORK STATUS IN THE PAST 12 MONTHS
S1301_C01_010E,Estimate!!Total!!Women 15 to 50 years!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander,FERTILITY
S0502_C01_118E,Estimate!!Total!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!All families!!With related children of the householder under 5 years only,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES
S1001_C02_017E,Estimate!!Total!!With grandparent responsible!!Special Subject!!Median income (dollars),GRANDCHILDREN CHARACTERISTICS
S1501_C02_042E,Estimate!!Percent!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone!!Bachelor's degree or higher,EDUCATIONAL ATTAINMENT
S2701_C04_043E,Estimate!!Uninsured!!Civilian noninstitutionalized population!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 19 to 64 years!!In labor force,SELECTED CHARACTERISTICS OF HEALTH INSURANCE COVERAGE IN THE UNITED STATES
S2401_C05_026E,Estimate!!Percent Female!!Civilian employed population 16 years and over!!Sales and office occupations:,OCCUPATION BY SEX FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
S2501_C03_011E,Estimate!!Owner-occupied housing units!!Occupied housing units!!HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER!!Family households!!Married-couple family!!Householder 15 to 34 years,OCCUPANCY CHARACTERISTICS
S0601PR_C02_032E,Estimate!!Native; born in Puerto Rico!!EDUCATIONAL ATTAINMENT!!Population 25 years and over,SELECTED CHARACTERISTICS OF THE TOTAL AND NATIVE POPULATIONS IN PUERTO RICO
S1101_C05_016E,Estimate!!Nonfamily household!!Total households!!UNITS IN STRUCTURE!!Mobile homes and all other types of units,HOUSEHOLDS AND FAMILIES
S2702_C02_073E,"Estimate!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over!!INDUSTRY!!Professional, scientific, and management, and administrative and waste management services",SELECTED CHARACTERISTICS OF THE UNINSURED IN THE UNITED STATES
S0502_C01_129E,Estimate!!Total!!Occupied housing units!!HOUSING TENURE!!Average household size of renter-occupied unit,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES
S1501_C02_051E,Estimate!!Percent!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races!!Bachelor's degree or higher,EDUCATIONAL ATTAINMENT
S2303_C01_020E,Estimate!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!27 to 39 weeks,WORK STATUS IN THE PAST 12 MONTHS
S2702_C02_074E,"Estimate!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over!!INDUSTRY!!Educational services, and health care and social assistance",SELECTED CHARACTERISTICS OF THE UNINSURED IN THE UNITED STATES
S2401_C05_035E,"Estimate!!Percent Female!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:!!Transportation occupations",OCCUPATION BY SEX FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
S1703_C04_024E,Estimate!!Less than 125 percent of the poverty level!!Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency),SELECTED CHARACTERISTICS OF PEOPLE AT SPECIFIED LEVELS OF POVERTY IN THE PAST 12 MONTHS
S0601PR_C02_031E,Estimate!!Native; born in Puerto Rico!!MARITAL STATUS!!Population 15 years and over!!Widowed,SELECTED CHARACTERISTICS OF THE TOTAL AND NATIVE POPULATIONS IN PUERTO RICO
S0502_C01_128E,Estimate!!Total!!Occupied housing units!!HOUSING TENURE!!Average household size of owner-occupied unit,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES
S2303_C01_021E,Estimate!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Usually worked 15 to 34 hours per week!!14 to 26 weeks,WORK STATUS IN THE PAST 12 MONTHS
S1501_C02_052E,Estimate!!Percent!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin,EDUCATIONAL ATTAINMENT
S2702_C02_075E,"Estimate!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over!!INDUSTRY!!Arts, entertainment, and recreation, and accommodation and food services",SELECTED CHARACTERISTICS OF THE UNINSURED IN THE UNITED STATES
S2401_C05_036E,"Estimate!!Percent Female!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:!!Material moving occupations",OCCUPATION BY SEX FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
S1703_C04_023E,Estimate!!Less than 125 percent of the poverty level!!Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate,SELECTED CHARACTERISTICS OF PEOPLE AT SPECIFIED LEVELS OF POVERTY IN THE PAST 12 MONTHS
S2501_C03_001E,Estimate!!Owner-occupied housing units!!Occupied housing units,OCCUPANCY CHARACTERISTICS
S1101_C05_018E,Estimate!!Nonfamily household!!Total households!!HOUSING TENURE!!Renter-occupied housing units,HOUSEHOLDS AND FAMILIES
S0601PR_C02_030E,Estimate!!Native; born in Puerto Rico!!MARITAL STATUS!!Population 15 years and over!!Divorced or separated,SELECTED CHARACTERISTICS OF THE TOTAL AND NATIVE POPULATIONS IN PUERTO RICO
S0502_C01_127E,Estimate!!Total!!Occupied housing units!!HOUSING TENURE!!Renter-occupied housing units,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES
S2702_C02_076E,Estimate!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over!!INDUSTRY!!Other services (except public administration),SELECTED CHARACTERISTICS OF THE UNINSURED IN THE UNITED STATES
S2401_C05_033E,"Estimate!!Percent Female!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:",OCCUPATION BY SEX FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
S1703_C04_026E,Estimate!!Less than 125 percent of the poverty level!!Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher,SELECTED CHARACTERISTICS OF PEOPLE AT SPECIFIED LEVELS OF POVERTY IN THE PAST 12 MONTHS
S2501_C03_002E,Estimate!!Owner-occupied housing units!!Occupied housing units!!HOUSEHOLD SIZE!!1-person household,OCCUPANCY CHARACTERISTICS
S1501_C02_050E,Estimate!!Percent!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races!!High school graduate or higher,EDUCATIONAL ATTAINMENT
S2702_C02_077E,Estimate!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over!!INDUSTRY!!Public administration,SELECTED CHARACTERISTICS OF THE UNINSURED IN THE UNITED STATES
S2401_C05_034E,"Estimate!!Percent Female!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations:!!Production occupations",OCCUPATION BY SEX FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
S0502_C01_126E,Estimate!!Total!!Occupied housing units!!HOUSING TENURE!!Owner-occupied housing units,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES
S1703_C04_025E,Estimate!!Less than 125 percent of the poverty level!!Population for whom poverty status is determined!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree,SELECTED CHARACTERISTICS OF PEOPLE AT SPECIFIED LEVELS OF POVERTY IN THE PAST 12 MONTHS
S2501_C03_003E,Estimate!!Owner-occupied housing units!!Occupied housing units!!HOUSEHOLD SIZE!!2-person household,OCCUPANCY CHARACTERISTICS
S1001_C02_010E,Estimate!!Total!!With grandparent responsible!!Grandchildren under 18 years living with a grandparent householder!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander,GRANDCHILDREN CHARACTERISTICS
S1811_C02_056E,Estimate!!With a Disability!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population Age 16 and over for whom poverty status is determined!!At or above 150 percent of the poverty level,SELECTED ECONOMIC CHARACTERISTICS FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION BY DISABILITY STATUS
S1301_C01_017E,Estimate!!Total!!Women 15 to 50 years!!EDUCATIONAL ATTAINMENT!!Less than high school graduate,FERTILITY
S2401_C05_031E,"Estimate!!Percent Female!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations:!!Construction and extraction occupations",OCCUPATION BY SEX FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
S2702_C02_078E,"Estimate!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over!!OCCUPATION!!Management, business, science, and arts occupations",SELECTED CHARACTERISTICS OF THE UNINSURED IN THE UNITED STATES
